company_name,display_name,year,round,google_drive_link
Databricks Series D,Databricks Series D - 2017 - Series D,2017,Series D,https://drive.google.com/file/d/1-iHKOla4l3oCWmlk8ixfZCVSDyK2cG0x/view
DataCulture,DataCulture - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1fAF_kRwGAloMPNeaOlHJu-EL3YCxvqa6/view
Datasembly,Datasembly - 2020 - Series A,2020,Series A,https://drive.google.com/file/d/1Rk095tDbNXrXYZJ2-aCP-EzC9Q6WBdBe/view
DataTron,DataTron - 2020 - Seed,2020,Seed,https://drive.google.com/file/d/1gt3wMamBQ5Eel7ygDTEsJhbfMCBSYTyu/view
DCHQ,DCHQ,,,https://drive.google.com/file/d/1_MuT0KQFc8uoWghUkNNeGUgH3GLKbP_d/view
DealFlicks,DealFlicks - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1MrXAvwOEY2_fD0bvjLBR1-bK6cCaKHMm/view
Decisive Health,Decisive Health - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1MiIxRDTGZAKrZMfWOJM7KUNP6btubkeO/view
Deepgram,Deepgram - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1hXT3qdFvrTfX0fUYDme9pYRkwiTIoiow/view
Diablo,Diablo - 1994,1994,,https://drive.google.com/file/d/1JUifTcnAaPdVEMRLP904cx2WKgxtu09a/view
DigitalOutposts,DigitalOutposts - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1fsGzag2n-PDLxma3Cfcf2YBeb88u6pl-/view
Dispatchr,Dispatchr - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1LG7HjKfgXvbMK8CGv8cGxxh6AjdnlpXp/view
Divvy Homes,Divvy Homes - 2019 - Series A,2019,Series A,https://drive.google.com/file/d/1kJnCe2xv1gX96eT64MLHudJx2k3ftSqM/view
DivyCloud,DivyCloud - 2019 - Series B,2019,Series B,https://drive.google.com/file/d/12tp4iq7zSI1F3e66LReaxK0Ak5K0dk_g/view
DocSend,DocSend - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1BunnklRqT2XjnOS5_hQLgFCcslomtUBq/view
Doordash,Doordash - 2013,2013,,https://drive.google.com/file/d/1PMrc4L2g8xHje_LhZXsy6e3IMAmxynRI/view
Dropbox,Dropbox - 2007 - Pre-Seed,2007,Pre-Seed,https://drive.google.com/file/d/1T3ooczxmBxkD9mec7vAHoaSzlvH3IIpS/view
Dropifi,Dropifi - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1a2fdm-lRvjcREiaD00nzt0iJZuaDplAB/view
Dutchie,Dutchie - 2020 - Series B,2020,Series B,https://drive.google.com/file/d/1aN8CofymVcRp1pmXPP6MoAncpDkXtQdR/view
Dv01,Dv01 - 2019 - Series B,2019,Series B,https://drive.google.com/file/d/1DmyClk5K-l9uaEAqVaZZuAPbTvtlPryF/view
Dwolla,Dwolla - 2013 - Series C,2013,Series C,https://drive.google.com/file/d/1ZAX4Pv1bmv37UkWHT1XTqhmOhy0BWVwa/view
EADBOX,EADBOX - 2017,2017,,https://drive.google.com/file/d/1O2I5zYbBEvQ1x4nnHlvMwkVhN0gl08dv/view
Earl Grey Capital Fund II,Earl Grey Capital Fund II - 2022,2022,,https://drive.google.com/file/d/1pbUTMbVrHWDXN6VSZ8CePNnjWJoVTJ8c/view
Easy Ten,Easy Ten - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1oKm42OXwYfTZb5Up68zrloPEbofxaOr-/view
"Eat Just, Inc. (formerly Hampton Creek)","Eat Just, Inc. (formerly Hampton Creek) - 2013 - Series A",2013,Series A,https://drive.google.com/file/d/1COCfuw1N7bx4rz8sLtZ1o4jmjo37E8Cv/view
Eaze,Eaze - 2020,2020,,https://drive.google.com/file/d/1rPzB88MFI7B2mO3-ZVvewR49LiuxJJdg/view
Edfa3fly,Edfa3fly - 2017 - Series B,2017,Series B,https://drive.google.com/file/d/10fX4roAIy5vvD6MINAw89yfNxRSK3a4P/view
Eino,Eino - 2019 - Pre-Seed,2019,Pre-Seed,https://drive.google.com/file/d/1OrYSkAKADQXwRG2U4QFaVgAGACohyeFH/view
Elwafeyat,Elwafeyat - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1ememLF_OUaQbZLT9X-2JyhDPlpW5EKv2/view
ELXR,ELXR - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/1nYhoY62B1LFVIduS6mQ_C7QdalA8BmVJ/view
Elyse28,Elyse28,,,https://drive.google.com/file/d/1euIVYBQbfH7bPHjMnliTPA1fr1CeGqKo/view
Encore Alert,Encore Alert - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1rp7P2mxZZFJvHLRV0OjLzF445DonKJAC/view
EnvoyNow,EnvoyNow - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1vh7JSdtJtDwN3pt0a-lUthIz4wUSWZWy/view
Equipboard,Equipboard - 2013,2013,,https://drive.google.com/file/d/1TZ5lIL3M3xwUtfMU6oztWRaPa4IKO1r-/view
Equity Sim,Equity Sim - 2017 - Series A,2017,Series A,https://drive.google.com/file/d/1dr3YixPcHGnc1HxPL9ofqt9KWhwLNm0X/view
EquityBee,EquityBee - 2020 - Series A,2020,Series A,https://drive.google.com/file/d/1pcRimSWWw4dlkfdRRAydOpWKN-40SvzX/view
Ethic,Ethic - 2019 - Series A,2019,Series A,https://drive.google.com/file/d/1KQREyEXAztoZLiyND8ciGxKpyyHPTkti/view
EventX,EventX - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1bfyM96PD_5hA4zxDioNwsDykpsjoQoEb/view
Everbill,Everbill - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1hEHM2BKpqPlHo3Q0NibVUgxlKRo1WuUX/view
Everside Health,Everside Health - 2022,2022,,https://drive.google.com/file/d/1ppNqjV6QDwWt3CTSLlDkO8OdNrtK0bHj/view
Eyes On Freight,Eyes On Freight - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1Ri3wCmvkbP0CIYLtdhVvSdlu3dunRojh/view
EZ Farming,EZ Farming - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1tDt2v8lnM3hRY_6cfgn50FPpvO2Om5tp/view
Facebook,Facebook - 2004,2004,,https://drive.google.com/file/d/1fD2oGMdMC8NxSGxGzJeN9o60Luat5Kok/view
Faception,Faception - 2016 - Series A,2016,Series A,https://drive.google.com/file/d/1Oo_C-dKMY8xqknyTzOthGz_FADLGsA07/view
Factory Four,Factory Four - 2018 - Series A,2018,Series A,https://drive.google.com/file/d/14-RDWdwfjE3yoISyjDrL9PIGT1p4-UQD/view
FairFleet,FairFleet - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1uIujQa1osAC9ZgMpm80xl_1Rs2dRufYX/view
Fala Freud,Fala Freud - 2018 - Series A,2018,Series A,https://drive.google.com/file/d/1N4Plyd56lm7VcDBu-4mLNqglixqG7H69/view
Fan Stream,Fan Stream - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1aZApHXTuw3ApEQUmUtilA8dD7Y3y8FtM/view
Fanatiz,Fanatiz - 2020 - Series A,2020,Series A,https://drive.google.com/file/d/1C2pTj_vyWOqDK8tBZKKvWL1SRzWh9edH/view
Farewill,Farewill - 2020 - Series B,2020,Series B,https://drive.google.com/file/d/10sco247T-YPSI3sy_ZX4QaZYzQyuKKvL/view
Feast,Feast - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1KRvHFk4mr_6N8puo-6lpTvbEpSLCmGf_/view
Feesheh,Feesheh - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1cu6uoz71iPWf04pRMSsK76kfEu5ENqVw/view
Fight Camp (Hykso),Fight Camp (Hykso) - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1f1aLpUXLdzEeOuQo2Bvgt2mxPy8USz6I/view
Figma,Figma - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1BhLHCW64IpVo0REe-dKjcnhFx7sqDII8/view
Fincheck,Fincheck - 2017 - Pre-Seed,2017,Pre-Seed,https://drive.google.com/file/d/1vLoJsDe-zgoCHclqirv3LRvJlYGddhvO/view
Fingertips Lab,Fingertips Lab - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1i3w0v1yCoBZiLS8iEtW5Bl59plPih0_b/view
Finix,Finix - 2020 - Series B,2020,Series B,https://drive.google.com/file/d/1gxoWJwTwfh3j1VELeFtLkVDaiI-YHVjf/view
Finova Financial,Finova Financial - 2017,2017,,https://drive.google.com/file/d/1sr8lARryRGkVhHpPCJSMdLhSlPr2DK5J/view
Firework,Firework - 2022 - Series B,2022,Series B,https://drive.google.com/file/d/15sEyz-M3xrW0RuNL3TeEXBIHNA-9r0_8/view
Fitpal,Fitpal - 2019,2019,,https://drive.google.com/file/d/1G2zR1-t9wF5XQaqL4y8dZbVyKp3TilP6/view
Fittr,Fittr - 2020 - Seed,2020,Seed,https://drive.google.com/file/d/19xcMtBz5vtlLR8rqbGh5vo1Q99scmz0e/view
FitzyTV,FitzyTV - 2019 - Pre-Seed,2019,Pre-Seed,https://drive.google.com/file/d/1nD76C7WiHeNLaIK5ZQ_mRNuObwyX2Xz0/view
Fivetran,Fivetran - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1m6xBoZUdByWAgrAgV-mg3bqXmxbZ4Ndr/view
FlashRatings,FlashRatings - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1mExZf7MOpLQo91dcIIqHmfTCeSdTWdIM/view
Floqq,Floqq - 2017 - Series A,2017,Series A,https://drive.google.com/file/d/1AW844dqj7HymFKCGQGxzLO94qX26gU9W/view
Flowtab,Flowtab,,,https://drive.google.com/file/d/1jJ1QYKCkjMDVWw1_p6VbJsU5jj4m5TCr/view
Flye,Flye - 2017,2017,,https://drive.google.com/file/d/1lwJOcsAD6d-BYlDHPLitMQt2IHLZlEmZ/view
Folia Water,Folia Water - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1UQP-tXrNX5rcIr50kbuMYV6-oPlLUgUo/view
FOLX Health,FOLX Health - 2022 - Series B,2022,Series B,https://drive.google.com/file/d/15-x7OesCs1-OzXVshK086_PDKXdrrGdR/view
Forent (ExCAMP),Forent (ExCAMP) - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1FZprWoE-p-KdihjAvDDL3pFWGbC0DTTv/view
Fortanix,Fortanix - 2022 - Series C,2022,Series C,https://drive.google.com/file/d/1qx-5PvM6N8WZRL9mzD1AmSHyTdEz4kzX/view
Foursquare,Foursquare - 2009 - Series A,2009,Series A,https://drive.google.com/file/d/1FJj88oIHrSwXmKufJVgY75Obu1-VE4pA/view
Fox Type,Fox Type - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1GX2hps2Cs0LVUSig2xPysckZH_tb9XBH/view
FreightRoll,FreightRoll,,,https://drive.google.com/file/d/1zlQAfl2RykzfojIJS9Bhp-4FiRqmQ0o2/view
Friend Trusted,Friend Trusted - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1qVokmDp_naDJFp-JsLT-FdxpMZ2-_FPu/view
FriendlyData,FriendlyData - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1l4HzyMlL8qp0PX42N9MUJ9SntxnKO6_t/view
Front,Front - 2016 - Series A,2016,Series A,https://drive.google.com/file/d/1Pjajy5YJsl8ulsB3GlejuwdpwYLjWeq3/view
Front (Series B),Front (Series B) - 2018 - Series B,2018,Series B,https://drive.google.com/file/d/1C_aeqh--6fQeSCkAI4x7JzzuSEzMesQt/view
Front (Series D),Front (Series D) - 2022 - Series D,2022,Series D,https://drive.google.com/file/d/1JQUrdBukiE_Jqqp-xeCw1Gu5mYE-isM7/view
FTX,FTX - 2021 - Series B,2021,Series B,https://drive.google.com/file/d/1TQRYe532-Vq4ktYzOp_l8O-bNay1qJio/view
Fulfil.io,Fulfil.io - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1sWdlNz62jDOgdald9HzLbVbxvskYbQTJ/view
Funderful,Funderful - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1AamobpKy2Zqzf-KWulFXZodDAqfeSKcC/view
Fuzzy.ai,Fuzzy.ai - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1SIMIDlOmborOqZuLbHcAq4zfVDqnzj2Q/view
Fyllo,Fyllo - 2018 - Series A,2018,Series A,https://drive.google.com/file/d/1yVTAOQwATTH7KH5-WSTUdwwUeDh0BXxC/view
Fynd,Fynd - 2008 - Series A,2008,Series A,https://drive.google.com/file/d/1WomYGgLqVyPXWna-TkiaPWe_tvP-hFGo/view
Fyodor Biotechnologies,Fyodor Biotechnologies - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/18e4vlyDQaW3BRAMXTbmuD7zmv6JJPIbR/view
Fyre Festival,Fyre Festival - 2017,2017,,https://drive.google.com/file/d/12kebGxKzD4r-j9E6nFc5mjNHmfX95d_2/view
GAIA Design,GAIA Design - 2020 - Series C,2020,Series C,https://drive.google.com/file/d/1gSmnDJM5T9ul1hk_i_h7pDs2kFOhqvkM/view
GamerzClass,GamerzClass - 2020 - Seed,2020,Seed,https://drive.google.com/file/d/1xLkC2fTjP0u322f2B6SBcLKktmOUAf3n/view
Gas Pos,Gas Pos - 2020 - Seed,2020,Seed,https://drive.google.com/file/d/1dw1KSfn96XtQ8IDPoXKKbS-mgoImJRVt/view
Geekatoo,Geekatoo - 2014,2014,,https://drive.google.com/file/d/19DIpTuxINnSZQ02CvVagi3Q8MYmISEby/view
Gestoos,Gestoos - 2017 - Series A,2017,Series A,https://drive.google.com/file/d/18MR9RlyuqS4COt1mKZCdVdJCiz-x5Mn3/view
Get on Board,Get on Board - 2020 - Seed,2020,Seed,https://drive.google.com/file/d/1Ky30wC3qPnpnrbxIZvOn7lP5dCPOGmv9/view
GetLinks,GetLinks - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1a1faJ_Jb6MSI6xPbiC--4mjtkGkMUdQB/view
Gitlab,Gitlab - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1XCiV42YIEIVOynDXAiZx0eStDHdhGewR/view
Givesurance,Givesurance - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/13z3HC792-e-k3Yn3ogEwJHpzhkhx2S6m/view
Glambot,Glambot - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1Qm5xY37LdAAtqGedISDeCCxYQlU6pf3p/view
GlamST,GlamST - 2016 - Series A,2016,Series A,https://drive.google.com/file/d/1L31oDnenPPkU6Pofvc8Oi_uBw8vs9N3j/view
Globe Keeper,Globe Keeper - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1CPCAJL_Jb_ustOiLDR-IWOwZ5AuhY-CQ/view
Gluwa,Gluwa - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1Mla_GsRN9FAaz7cAOmEig6__SjktUW2D/view
Glyph,Glyph - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1x4NMz8LVRfWOKpAs9FJyCrakwKWOOMs8/view
GogoCoin,GogoCoin - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1b5BqZ7daPmBd5iPTw6_TLg-jQZuvVOqG/view
Gogohire,Gogohire - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1iw3xjSYRP_FQfxhfJsyP_kkquhqYOlmb/view
GoStudent,GoStudent - 2021 - Series C,2021,Series C,https://drive.google.com/file/d/1UEZpP4gp9bjXJgwnnyT6XWp6AgubCMUk/view
GPU Eater (Pegara),GPU Eater (Pegara),,,https://drive.google.com/file/d/137l_hFgmbXoPBNPVVWU8CtL64khDokho/view
Granulate,Granulate - 2020 - Series A,2020,Series A,https://drive.google.com/file/d/1VGAZNKs3Y4x6rpJycAN980wl8Z4PCePa/view
"Green Way Laboratories, Inc","Green Way Laboratories, Inc - 2015 - Series A",2015,Series A,https://drive.google.com/file/d/1p9w3MjvV1Ehrt9jKX56Xd0zHxJJgCNtm/view
GreenGar,GreenGar - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1B1Y9hMvfPwhwcKMXkeCUOEptdNmgD-EV/view
GridCure,GridCure - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/17QpXUbKYnnZb8TA3O_fv9B2gvpctBdei/view
Grom,Grom,,,https://drive.google.com/file/d/1c2rcvLI0ICxvGatekH9SCxOuCn3UJohY/view
GRUBBRR,GRUBBRR - 2022,2022,,https://drive.google.com/file/d/1_kjtNsXVJ2xIkdNMt0wvOTUeLg4Wsspi/view
GTX,GTX - 2023 - Seed,2023,Seed,https://drive.google.com/file/d/1KN5oxI27hrlfM0K6Ghyg1kFfNd_Q7ukP/view
Gusto,Gusto - 2014 - Series A,2014,Series A,https://drive.google.com/file/d/1BLknc_MRthqRZQLqDM8xbTMQQ0cIP1rr/view
Gymhit,Gymhit - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1qWXZRJI0_atxMa-8tOwtOrZ_cM9fc-0q/view
Gymtrack,Gymtrack - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1lTI03ToTy6Gskb2B80UXEBXHqEIltK-a/view
Hadean,Hadean - 2022 - Series A,2022,Series A,https://drive.google.com/file/d/1pn-XIxxnyVDESVshCLJGpc1M6CiHWpny/view
Hamama,Hamama - 2020 - Seed,2020,Seed,https://drive.google.com/file/d/1kGeybhExjNKSFWmeK6d36tkhLP5Ob8dw/view
Harmonica,Harmonica - 2017 - Pre-Seed,2017,Pre-Seed,https://drive.google.com/file/d/1BUwifqcl4s_9xUNzE_EtR9mhquLtBqpJ/view
Headout,Headout - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1cWH3sXDOqb9fkQNLU_KwUYMsQnEr-ck7/view
Headset,Headset - 2019 - Series A,2019,Series A,https://drive.google.com/file/d/1t0Lq7fqbfi-WOLOz469Oo1c-3xTgKymC/view
Heal,Heal - 2020,2020,,https://drive.google.com/file/d/1dSJnREs7v0JAkku8YXCUDeyYHdhr7zU_/view
Healthjoy,Healthjoy - 2019 - Series B,2019,Series B,https://drive.google.com/file/d/10RfTKQIH4PW6mZyyyEcptC3mK66kYFo9/view
Healx,Healx - 2019 - Series B,2019,Series B,https://drive.google.com/file/d/1H3qL6m7YqL7XE8pdieugFlw-VimEOny_/view
Hearo.Live,Hearo.Live - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/18QDmk1C21TMOTw7KB51VMMVrbxtKpOtK/view
Heavy Connect,Heavy Connect - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1lvL0x_jpw2KXv2s-A7Gmiruy99f4Me4_/view
Hello Heart,Hello Heart - 2022 - Series D,2022,Series D,https://drive.google.com/file/d/1LHpNhqn_KwUTjQv3lXVtyYNOTxI6cQhn/view
HelloBello,HelloBello - 2022 - Seed,2022,Seed,https://drive.google.com/file/d/1yV1jO8y0X1MIIWhWMEgeujwO53wLZCT_/view
Heyday,Heyday - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1u_Gk6OgrML5ANuH7sHP134VdWEyFPOIE/view
Hivebeat,Hivebeat - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1ro7vneLdJSAURj2hcuL_u3WQp45792zh/view
Holidog,Holidog - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1nLd-rBHGTWy3JQTwyeL71gDNjGw5jhEe/view
Holloway,Holloway - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1pORfHAXHC-zUUKRHCjESEkv43U4oErhu/view
Home61,Home61 - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1gP7i4CnCsDLxeTFR6JDe9qkw1pUoNgZj/view
Homebot,Homebot - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1sU5tQqg4kDHShE6b9j6PQBR6Bbt6dxDi/view
hometalk,hometalk - Series A,,Series A,https://drive.google.com/file/d/1jB7tS6yWxckbLa0jEL5DEioLai41bO27/view
Homigo,Homigo - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1mIoWsUHe1g2Vs-2mbG5M-3ZepxpHfGcQ/view
HowGood,HowGood - 2022 - Series B,2022,Series B,https://drive.google.com/file/d/1TOBS9oG6Hvl0olIXtHNX0pXsReBGxeAQ/view
Humaans,Humaans - 2022 - Series A,2022,Series A,https://drive.google.com/file/d/1HRAtW1dFr9qX4qD9WIlrdHwg_IYKAxcq/view
Humming Homes,Humming Homes - 2022 - Seed,2022,Seed,https://drive.google.com/file/d/1JV2_Z21OKXtmRz8fB6s8GvZbsBWKNjkS/view
Hyphen,Hyphen - 2018 - Series A,2018,Series A,https://drive.google.com/file/d/1a0tfa0LZaAyHsYkCwVw7ZV4XPxDCDzxu/view
HYVE,HYVE - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1D-njAmIfxsoeWr-KKDoQ_J3NcvBdSwV6/view
iBillionaire API,iBillionaire API - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1zqP7TZspDglu3iJyJU6kHbDe4SBprnlv/view
Iconfinder,Iconfinder - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1f5TuTE6lOpRQ0dqN3tJkNYOmeqswYiUp/view
iControl,iControl - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1vQPVGbN5WfDEFkXkCpdhMNFLIiCTCdqw/view
IDWall,IDWall - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1s7QrDHMXyY1oFg-OlaM-DqxEkFgV1hdh/view
iGrow,iGrow - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1GiDdVMHXS1LTIULLy7d5W3rgXsNc40Vv/view
Improvado,Improvado - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/15Cy3Qed6-r14H5_yuw9AA_RDYiVMoCYf/view
Indemand,Indemand - 2016 - Pre-Seed,2016,Pre-Seed,https://drive.google.com/file/d/13aAAW5savFswdsOpZcd7zK8nAzs6rNXn/view
Indiez,Indiez - Seed,,Seed,https://drive.google.com/file/d/1o5dyL98ZysDmWzo2cVK8ls5TWCvrKR0a/view
Inductly,Inductly - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1dqKL1ajw1DF_JW8fgRt2FXgDI_AvM77O/view
InfluxData,InfluxData - 2023 - Series E,2023,Series E,https://drive.google.com/file/d/1yiNqhn9lGJDqHmKp2DHd8SQVk9ekhvyG/view
Infraspeak,Infraspeak - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1Z6LAB2psvOfrwCAmsPAfXZuJE9IiO80t/view
Ingu Solutions,Ingu Solutions - 2016 - Pre-Seed,2016,Pre-Seed,https://drive.google.com/file/d/1deSa-ZH2KTd_Fx_Ux_BAfPHp3wH1Uqa0/view
InnerTrends,InnerTrends - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1WK9-hrEoiK3GMhu0HJ5Hi6x_-bi-AOG2/view
InstaGis,InstaGis,,,https://drive.google.com/file/d/1WQ6-Uc4j0Lip1bS32zsPDXYEhXqDOiBs/view
Instamojo,Instamojo - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1H26G51C-uoARGbVFiy2MaoauEdlN2jjl/view
Intercom,Intercom - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1W1Gfuh-HkI9zZZFQcthMYglYg9mXiAM-/view
INZMO,INZMO - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1I1Bdx7vwocb7NtOHcGR_Bnr4_4fQaM7H/view
Italist,Italist - 2014,2014,,https://drive.google.com/file/d/14SzFjO8lFPFc6BwRqT6F9gKjWateFFuk/view
Jetbay,Jetbay - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1WG5MIhJ7V4rN4EojPCxey5Fu5oUIjDbb/view
Judolaunch,Judolaunch - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1f-9kPuPoFVPKsFsFkupFXTFibGdKvY0v/view
Juked,Juked - 2020 - Pre-Seed,2020,Pre-Seed,https://drive.google.com/file/d/1hDTn4_nhCMT0Y8hisz5rOv0SJPuxudSf/view
Juno,Juno - 2022 - Series A,2022,Series A,https://drive.google.com/file/d/1naOW-eOMme0BGJkDMMFNjAdjHLp9jvka/view
K-Zen,K-Zen - Seed,,Seed,https://drive.google.com/file/d/1EIXRzzV7VVSj1YKicF2xOOrhPx9eZ6wy/view
KangaDo,KangaDo - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/11kwyP8F7Z_s1f9Th_3F5E0ZR_bpXFxSZ/view
Kangarootime,Kangarootime - 2022 - Series B,2022,Series B,https://drive.google.com/file/d/1F0xNvk6imR_9_-euOkZl4owdKsWUigFq/view
Kibin,Kibin - 2011 - Seed,2011,Seed,https://drive.google.com/file/d/1MqpmZdcU8MdYqLdzIctP4nTFI-q7NnkD/view
Kickfolio,Kickfolio - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1UTGTH-_qeRAIq2RpI5RtxcFH4RDxb0ly/view
KidzJet,KidzJet - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1Bj_b1xUWVeuWT7-bp8jlolVZtmZMSNQP/view
KiKi,KiKi - 2019 - Pre-Seed,2019,Pre-Seed,https://drive.google.com/file/d/1rtdZ_pEyBvH9sfqOyqLP83eEloITwvaS/view
Kitterly,Kitterly - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1lnQIVziSe30Kd3B1kZkpkuzYJW1SpEj4/view
Koemei,Koemei - 2012,2012,,https://drive.google.com/file/d/12KWC492nJxviODSEEZf-nl_cIWTJUBnY/view
Kollecto,Kollecto,,,https://drive.google.com/file/d/1M-GzwQcjYM6qwL9_X_5aeJv4L3YoiuNW/view
Kompyte,Kompyte - 2019 - Pre-Seed,2019,Pre-Seed,https://drive.google.com/file/d/1kHRVI5OiXO5Hfx1ryH7RR4jl--VmX0gA/view
Kong,Kong - 2013,2013,,https://drive.google.com/file/d/1xWZhzMYriIG-gxffCgZyPh1g4FxUZT4E/view
Kono,Kono - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1KC_kFTODHoUeS_Xm7rix_k9vDN73Q-jM/view
Kryptomon,Kryptomon - 2022 - Series A,2022,Series A,https://drive.google.com/file/d/10JYFPe6zX742SumeOJk6xv85pGY-N_T-/view
Kudobuzz,Kudobuzz,,,https://drive.google.com/file/d/1y3IjJRhOPwnkYa577U3bnKAWhctEBjg7/view
Kyra,Kyra - 2022 - Series A,2022,Series A,https://drive.google.com/file/d/1S1x1gFc4COs1rnvbwqeHlvch9_SYwpUY/view
Lab Sensor Solutions,Lab Sensor Solutions - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1zQcGwFEbhtRyrcFDd_YTQ1mLpgKNdj2t/view
LaborVoices,LaborVoices,,,https://drive.google.com/file/d/1KDHQ1Sh1ad3TA_0gh5M4fxVlpBeQEGP8/view
Ladder,Ladder - 2021 - Series D,2021,Series D,https://drive.google.com/file/d/1ajO975tHYPt6VAUStqEvSnl04NabsRzG/view
Lafalafa,Lafalafa - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1M3A0wt3o1TIKJ-lGUasklpCPeixpSThQ/view
LawnGuru,LawnGuru - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1BvRFf7RtpVt3WVc00Dcu8ylLRkQGNkpt/view
LawTrades,LawTrades - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/146d1swC3GS-wUMxL8nV6smq8c_GGJzmz/view
Leapcure,Leapcure - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1hDB9Zj3Br2sbssCe2ty2g1c-_8xZaJKx/view
Legion M,Legion M - 2022,2022,,https://drive.google.com/file/d/1So0OM1qz7FzCmNQ3eKVPtu2a5nuLn4rI/view
Lenda,Lenda - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1IWvnGnuJMv8BP42E9wUxYyqpnMuznVM4/view
